mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__solver,param_clf__shrinkage,params,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,split3_test_balanced_accuracy,split4_test_balanced_accuracy,split5_test_balanced_accuracy,split6_test_balanced_accuracy,split7_test_balanced_accuracy,split8_test_balanced_accuracy,split9_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,split5_test_precision_macro,split6_test_precision_macro,split7_test_precision_macro,split8_test_precision_macro,split9_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_precision_weighted,split1_test_precision_weighted,split2_test_precision_weighted,split3_test_precision_weighted,split4_test_precision_weighted,split5_test_precision_weighted,split6_test_precision_weighted,split7_test_precision_weighted,split8_test_precision_weighted,split9_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,split3_test_recall_macro,split4_test_recall_macro,split5_test_recall_macro,split6_test_recall_macro,split7_test_recall_macro,split8_test_recall_macro,split9_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_recall_weighted,split1_test_recall_weighted,split2_test_recall_weighted,split3_test_recall_weighted,split4_test_recall_weighted,split5_test_recall_weighted,split6_test_recall_weighted,split7_test_recall_weighted,split8_test_recall_weighted,split9_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,split5_test_f1_macro,split6_test_f1_macro,split7_test_f1_macro,split8_test_f1_macro,split9_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,split5_test_f1_weighted,split6_test_f1_weighted,split7_test_f1_weighted,split8_test_f1_weighted,split9_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_test_auc_macro,split1_test_auc_macro,split2_test_auc_macro,split3_test_auc_macro,split4_test_auc_macro,split5_test_auc_macro,split6_test_auc_macro,split7_test_auc_macro,split8_test_auc_macro,split9_test_auc_macro,mean_test_auc_macro,std_test_auc_macro,rank_test_auc_macro
0.1329631805419922,0.025042429837757785,0.018637442588806154,0.0038116058704728904,svd,,"{'clf__solver': 'svd', 'clf__shrinkage': None}",0.6277777777777778,0.5063973063973064,0.6924242424242424,0.6020849520849522,0.5108132608132608,0.6011503928170594,0.6175925925925925,0.5372053872053872,0.5634960718294051,0.6174242424242424,0.5876366226366226,0.05513213886567823,15,0.528064528064528,0.41618900646678425,0.6189153439153439,0.5358556832694764,0.47430470763804095,0.5600502378280156,0.5226823096388313,0.4356403400521047,0.6124152747518761,0.5237590963397415,0.5227876527964743,0.0633799960416199,3,0.7358458373309859,0.6123657603855623,0.7589344648750589,0.6881772461065735,0.6932965824054934,0.7523276137137522,0.7217944775844044,0.6737986768133827,0.7522961406784937,0.7152981427174976,0.7104134942611205,0.04290322493010145,9,0.6277777777777778,0.5063973063973064,0.6924242424242424,0.6020849520849522,0.5108132608132608,0.6011503928170594,0.6175925925925925,0.5372053872053872,0.5634960718294051,0.6174242424242424,0.5876366226366226,0.05513213886567823,15,0.6336633663366337,0.504950495049505,0.693069306930693,0.594059405940594,0.594059405940594,0.6039603960396039,0.5643564356435643,0.55,0.62,0.63,0.5988118811881188,0.04896135209149748,3,0.5461061964907193,0.4271296503299633,0.6306403902395464,0.5344304439301462,0.4768916162594324,0.5330594201486221,0.523318141228589,0.4481118216618887,0.5418292922518275,0.5365924069432841,0.5198109379484019,0.05451168588527424,13,0.6561274677266882,0.5241626878985685,0.7121666597039451,0.6117258301172582,0.6206713130577932,0.636827251058181,0.598984031583411,0.5738926128186761,0.647160014633254,0.6528290726817042,0.623454694127948,0.04858021590814104,1,,,,,,,,,,,,,1
0.11047289371490479,0.006319979460917203,0.01546635627746582,0.0014614932695998272,lsqr,,"{'clf__solver': 'lsqr', 'clf__shrinkage': None}",0.6277777777777778,0.5063973063973064,0.6924242424242424,0.6020849520849522,0.5108132608132608,0.6011503928170594,0.6175925925925925,0.5372053872053872,0.5634960718294051,0.6174242424242424,0.5876366226366226,0.05513213886567823,15,0.528064528064528,0.41618900646678425,0.6189153439153439,0.5358556832694764,0.47430470763804095,0.5600502378280156,0.5226823096388313,0.4356403400521047,0.6124152747518761,0.5237590963397415,0.5227876527964743,0.0633799960416199,3,0.7358458373309859,0.6123657603855623,0.7589344648750589,0.6881772461065735,0.6932965824054934,0.7523276137137522,0.7217944775844044,0.6737986768133827,0.7522961406784937,0.7152981427174976,0.7104134942611205,0.04290322493010145,9,0.6277777777777778,0.5063973063973064,0.6924242424242424,0.6020849520849522,0.5108132608132608,0.6011503928170594,0.6175925925925925,0.5372053872053872,0.5634960718294051,0.6174242424242424,0.5876366226366226,0.05513213886567823,15,0.6336633663366337,0.504950495049505,0.693069306930693,0.594059405940594,0.594059405940594,0.6039603960396039,0.5643564356435643,0.55,0.62,0.63,0.5988118811881188,0.04896135209149748,3,0.5461061964907193,0.4271296503299633,0.6306403902395464,0.5344304439301462,0.4768916162594324,0.5330594201486221,0.523318141228589,0.4481118216618887,0.5418292922518275,0.5365924069432841,0.5198109379484019,0.05451168588527424,13,0.6561274677266882,0.5241626878985685,0.7121666597039451,0.6117258301172582,0.6206713130577932,0.636827251058181,0.598984031583411,0.5738926128186761,0.647160014633254,0.6528290726817042,0.623454694127948,0.04858021590814104,1,,,,,,,,,,,,,1
0.11470599174499511,0.002335756710431202,0.015957355499267578,0.0023902159606967225,lsqr,auto,"{'clf__solver': 'lsqr', 'clf__shrinkage': 'auto'}",0.6555555555555556,0.5101851851851852,0.676010101010101,0.6028036778036778,0.5677933177933178,0.5340628507295173,0.6132154882154883,0.5562850729517396,0.5862233445566779,0.5883838383838383,0.5890518432185099,0.04851314137753088,13,0.5477614977614977,0.4088375124607009,0.618753124145281,0.541961741961742,0.5036324786324786,0.5146284271284272,0.5133460205923973,0.457070707070707,0.5269047619047619,0.5163540163540163,0.5149250288012011,0.052408809889868894,17,0.7354858013273855,0.6107305140451934,0.7622545447822092,0.6987560294490988,0.6984876509628986,0.6978217464603603,0.7051368956771452,0.695560606060606,0.7152214285714286,0.7223430735930737,0.7041798290929399,0.03703347410650586,17,0.6555555555555556,0.5101851851851852,0.676010101010101,0.6028036778036778,0.5677933177933178,0.5340628507295173,0.6132154882154883,0.5562850729517396,0.5862233445566779,0.5883838383838383,0.5890518432185099,0.04851314137753088,13,0.6435643564356436,0.4752475247524752,0.693069306930693,0.5841584158415841,0.594059405940594,0.5544554455445545,0.5544554455445545,0.56,0.6,0.59,0.5849009900990099,0.05475215744809565,17,0.5770210256511626,0.418904894260639,0.6293545936555314,0.5198104364771032,0.5139258284683121,0.48219103796568585,0.5137219813058014,0.4650435258278395,0.5305540964250824,0.5123116769379165,0.5162839096975074,0.05476178192153855,17,0.6619134222619913,0.4963991946730315,0.7154987483796579,0.6022322012421023,0.6205771137337823,0.5869513194935032,0.5856680111322526,0.5857671674730498,0.6219086775685241,0.6275731357378955,0.6104488991695791,0.053908701012101545,17,,,,,,,,,,,,,1
0.11650345325469971,0.00602864645882658,0.01636316776275635,0.0027148639525434665,eigen,auto,"{'clf__solver': 'eigen', 'clf__shrinkage': 'auto'}",0.6555555555555556,0.5101851851851852,0.676010101010101,0.6028036778036778,0.5677933177933178,0.5340628507295173,0.6132154882154883,0.5562850729517396,0.5862233445566779,0.5883838383838383,0.5890518432185099,0.04851314137753088,13,0.5477614977614977,0.4088375124607009,0.618753124145281,0.541961741961742,0.5036324786324786,0.5146284271284272,0.5133460205923973,0.457070707070707,0.5269047619047619,0.5163540163540163,0.5149250288012011,0.052408809889868894,17,0.7354858013273855,0.6107305140451934,0.7622545447822092,0.6987560294490988,0.6984876509628986,0.6978217464603603,0.7051368956771452,0.695560606060606,0.7152214285714286,0.7223430735930737,0.7041798290929399,0.03703347410650586,17,0.6555555555555556,0.5101851851851852,0.676010101010101,0.6028036778036778,0.5677933177933178,0.5340628507295173,0.6132154882154883,0.5562850729517396,0.5862233445566779,0.5883838383838383,0.5890518432185099,0.04851314137753088,13,0.6435643564356436,0.4752475247524752,0.693069306930693,0.5841584158415841,0.594059405940594,0.5544554455445545,0.5544554455445545,0.56,0.6,0.59,0.5849009900990099,0.05475215744809565,17,0.5770210256511626,0.418904894260639,0.6293545936555314,0.5198104364771032,0.5139258284683121,0.48219103796568585,0.5137219813058014,0.4650435258278395,0.5305540964250824,0.5123116769379165,0.5162839096975074,0.05476178192153855,17,0.6619134222619913,0.4963991946730315,0.7154987483796579,0.6022322012421023,0.6205771137337823,0.5869513194935032,0.5856680111322526,0.5857671674730498,0.6219086775685241,0.6275731357378955,0.6104488991695791,0.053908701012101545,17,,,,,,,,,,,,,1
0.10825090408325196,0.003651675364030524,0.014737153053283691,0.0015582124807403646,lsqr,0.0,"{'clf__solver': 'lsqr', 'clf__shrinkage': 0.0}",0.6277777777777778,0.5063973063973064,0.6924242424242424,0.6020849520849522,0.5108132608132608,0.6011503928170594,0.6175925925925925,0.5372053872053872,0.5634960718294051,0.6174242424242424,0.5876366226366226,0.05513213886567823,15,0.528064528064528,0.41618900646678425,0.6189153439153439,0.5358556832694764,0.47430470763804095,0.5600502378280156,0.5226823096388313,0.4356403400521047,0.6124152747518761,0.5237590963397415,0.5227876527964743,0.0633799960416199,3,0.7358458373309859,0.6123657603855623,0.7589344648750589,0.6881772461065735,0.6932965824054934,0.7523276137137522,0.7217944775844044,0.6737986768133827,0.7522961406784937,0.7152981427174976,0.7104134942611205,0.04290322493010145,9,0.6277777777777778,0.5063973063973064,0.6924242424242424,0.6020849520849522,0.5108132608132608,0.6011503928170594,0.6175925925925925,0.5372053872053872,0.5634960718294051,0.6174242424242424,0.5876366226366226,0.05513213886567823,15,0.6336633663366337,0.504950495049505,0.693069306930693,0.594059405940594,0.594059405940594,0.6039603960396039,0.5643564356435643,0.55,0.62,0.63,0.5988118811881188,0.04896135209149748,3,0.5461061964907193,0.4271296503299633,0.6306403902395464,0.5344304439301462,0.4768916162594324,0.5330594201486221,0.523318141228589,0.4481118216618887,0.5418292922518275,0.5365924069432841,0.5198109379484019,0.05451168588527424,13,0.6561274677266882,0.5241626878985685,0.7121666597039451,0.6117258301172582,0.6206713130577932,0.636827251058181,0.598984031583411,0.5738926128186761,0.647160014633254,0.6528290726817042,0.623454694127948,0.04858021590814104,1,,,,,,,,,,,,,1
0.10845208168029785,0.005518023212480169,0.015578985214233398,0.0024171674348888424,eigen,0.0,"{'clf__solver': 'eigen', 'clf__shrinkage': 0.0}",0.6277777777777778,0.5063973063973064,0.6924242424242424,0.6020849520849522,0.5108132608132608,0.6011503928170594,0.6175925925925925,0.5372053872053872,0.5634960718294051,0.6174242424242424,0.5876366226366226,0.05513213886567823,15,0.528064528064528,0.41618900646678425,0.6189153439153439,0.5358556832694764,0.47430470763804095,0.5600502378280156,0.5226823096388313,0.4356403400521047,0.6124152747518761,0.5237590963397415,0.5227876527964743,0.0633799960416199,3,0.7358458373309859,0.6123657603855623,0.7589344648750589,0.6881772461065735,0.6932965824054934,0.7523276137137522,0.7217944775844044,0.6737986768133827,0.7522961406784937,0.7152981427174976,0.7104134942611205,0.04290322493010145,9,0.6277777777777778,0.5063973063973064,0.6924242424242424,0.6020849520849522,0.5108132608132608,0.6011503928170594,0.6175925925925925,0.5372053872053872,0.5634960718294051,0.6174242424242424,0.5876366226366226,0.05513213886567823,15,0.6336633663366337,0.504950495049505,0.693069306930693,0.594059405940594,0.594059405940594,0.6039603960396039,0.5643564356435643,0.55,0.62,0.63,0.5988118811881188,0.04896135209149748,3,0.5461061964907193,0.4271296503299633,0.6306403902395464,0.5344304439301462,0.4768916162594324,0.5330594201486221,0.523318141228589,0.4481118216618887,0.5418292922518275,0.5365924069432841,0.5198109379484019,0.05451168588527424,13,0.6561274677266882,0.5241626878985685,0.7121666597039451,0.6117258301172582,0.6206713130577932,0.636827251058181,0.598984031583411,0.5738926128186761,0.647160014633254,0.6528290726817042,0.623454694127948,0.04858021590814104,1,,,,,,,,,,,,,1
0.10667183399200439,0.005044461002544974,0.014324402809143067,0.0006072587338451826,lsqr,0.1,"{'clf__solver': 'lsqr', 'clf__shrinkage': 0.1}",0.6185185185185185,0.4937710437710437,0.6924242424242425,0.6192178192178193,0.5816822066822067,0.5340628507295173,0.662037037037037,0.5562850729517396,0.5836980920314253,0.6123737373737375,0.5954070620737287,0.0558478653504171,11,0.5349206349206349,0.40523437914742266,0.6347876524347112,0.5571852158059055,0.5146825396825396,0.5145723104056438,0.5372895622895624,0.457070707070707,0.524074074074074,0.5383571161348939,0.5218174191966095,0.05708767839070975,9,0.7443658651579443,0.5932933761603585,0.7841685008837017,0.7131639727064787,0.703889674681754,0.6997269369794121,0.7225944022973725,0.695560606060606,0.7125833333333333,0.7568617123617123,0.7126208380622674,0.04791285706749924,5,0.6185185185185185,0.4937710437710437,0.6924242424242425,0.6192178192178193,0.5816822066822067,0.5340628507295173,0.662037037037037,0.5562850729517396,0.5836980920314253,0.6123737373737375,0.5954070620737287,0.0558478653504171,11,0.6336633663366337,0.46534653465346537,0.7128712871287128,0.6039603960396039,0.6039603960396039,0.5544554455445545,0.5841584158415841,0.56,0.59,0.61,0.5918415841584159,0.05957830111153662,11,0.555043185477968,0.41373026020865256,0.6447356073595585,0.5359778476216833,0.5260710906135742,0.4821515349850064,0.5445367395069014,0.4650435258278395,0.5262269373664658,0.5328416716852595,0.522635840065291,0.05793218676882299,7,0.6582606086695626,0.48483998439882964,0.7356028068922013,0.6197166683400238,0.6274670884455392,0.5881943300259722,0.6110395595923944,0.5857671674730498,0.6118877522023302,0.6502813178913993,0.6173057283931302,0.06027097425907501,11,,,,,,,,,,,,,1
0.10781297683715821,0.005259648146043235,0.014948129653930664,0.0013030299003447881,eigen,0.1,"{'clf__solver': 'eigen', 'clf__shrinkage': 0.1}",0.6185185185185185,0.4937710437710437,0.6924242424242425,0.6192178192178193,0.5816822066822067,0.5340628507295173,0.662037037037037,0.5562850729517396,0.5836980920314253,0.6123737373737375,0.5954070620737287,0.0558478653504171,11,0.5349206349206349,0.40523437914742266,0.6347876524347112,0.5571852158059055,0.5146825396825396,0.5145723104056438,0.5372895622895624,0.457070707070707,0.524074074074074,0.5383571161348939,0.5218174191966095,0.05708767839070975,9,0.7443658651579443,0.5932933761603585,0.7841685008837017,0.7131639727064787,0.703889674681754,0.6997269369794121,0.7225944022973725,0.695560606060606,0.7125833333333333,0.7568617123617123,0.7126208380622674,0.04791285706749924,5,0.6185185185185185,0.4937710437710437,0.6924242424242425,0.6192178192178193,0.5816822066822067,0.5340628507295173,0.662037037037037,0.5562850729517396,0.5836980920314253,0.6123737373737375,0.5954070620737287,0.0558478653504171,11,0.6336633663366337,0.46534653465346537,0.7128712871287128,0.6039603960396039,0.6039603960396039,0.5544554455445545,0.5841584158415841,0.56,0.59,0.61,0.5918415841584159,0.05957830111153662,11,0.555043185477968,0.41373026020865256,0.6447356073595585,0.5359778476216833,0.5260710906135742,0.4821515349850064,0.5445367395069014,0.4650435258278395,0.5262269373664658,0.5328416716852595,0.522635840065291,0.05793218676882299,7,0.6582606086695626,0.48483998439882964,0.7356028068922013,0.6197166683400238,0.6274670884455392,0.5881943300259722,0.6110395595923944,0.5857671674730498,0.6118877522023302,0.6502813178913993,0.6173057283931302,0.06027097425907501,11,,,,,,,,,,,,,1
0.11486709117889404,0.0050199183195112854,0.015967392921447755,0.002126440686008714,lsqr,0.2,"{'clf__solver': 'lsqr', 'clf__shrinkage': 0.2}",0.6212962962962963,0.503030303030303,0.7037878787878787,0.6053289303289303,0.5816822066822067,0.5849887766554434,0.662037037037037,0.5451739618406285,0.6065937149270483,0.6254208754208754,0.6039339981006647,0.05348577102756968,3,0.5409932659932659,0.409650333563377,0.631305114638448,0.5262311762311762,0.5146927146927147,0.5393532393532394,0.5369809203142536,0.43864555923379456,0.5500889850889851,0.5526308054085832,0.5240572114517837,0.05844701949388942,1,0.7552912434100553,0.6004017793083656,0.7765647993370765,0.688996482065789,0.7096725057121098,0.7292578708420293,0.7210267455316959,0.6814709702062643,0.7316705627705627,0.7707296777296777,0.7165082636913627,0.048964973777026466,1,0.6212962962962963,0.503030303030303,0.7037878787878787,0.6053289303289303,0.5816822066822067,0.5849887766554434,0.662037037037037,0.5451739618406285,0.6065937149270483,0.6254208754208754,0.6039339981006647,0.05348577102756968,3,0.6336633663366337,0.4752475247524752,0.7128712871287128,0.594059405940594,0.6039603960396039,0.5742574257425742,0.5841584158415841,0.55,0.62,0.62,0.5968217821782178,0.057965446948143595,7,0.5553530473820328,0.4188268097496465,0.6510218573248591,0.5249013835970359,0.5229646291737795,0.5102675102675103,0.5451635201336821,0.4519984610586369,0.5516620657925007,0.5429466588295521,0.5275105943309236,0.059162885966411394,3,0.6619046687277422,0.49271241999403753,0.7319371832958538,0.6122889609760037,0.6297708902542917,0.6084144678204083,0.6100189959975734,0.5752023070461205,0.6384052795031055,0.6586281405397431,0.621928331415488,0.05888749776802676,7,,,,,,,,,,,,,1
0.12341465950012206,0.0063499985518982345,0.01619420051574707,0.001290071960956695,eigen,0.2,"{'clf__solver': 'eigen', 'clf__shrinkage': 0.2}",0.6212962962962963,0.503030303030303,0.7037878787878787,0.6053289303289303,0.5816822066822067,0.5849887766554434,0.662037037037037,0.5451739618406285,0.6065937149270483,0.6254208754208754,0.6039339981006647,0.05348577102756968,3,0.5409932659932659,0.409650333563377,0.631305114638448,0.5262311762311762,0.5146927146927147,0.5393532393532394,0.5369809203142536,0.43864555923379456,0.5500889850889851,0.5526308054085832,0.5240572114517837,0.05844701949388942,1,0.7552912434100553,0.6004017793083656,0.7765647993370765,0.688996482065789,0.7096725057121098,0.7292578708420293,0.7210267455316959,0.6814709702062643,0.7316705627705627,0.7707296777296777,0.7165082636913627,0.048964973777026466,1,0.6212962962962963,0.503030303030303,0.7037878787878787,0.6053289303289303,0.5816822066822067,0.5849887766554434,0.662037037037037,0.5451739618406285,0.6065937149270483,0.6254208754208754,0.6039339981006647,0.05348577102756968,3,0.6336633663366337,0.4752475247524752,0.7128712871287128,0.594059405940594,0.6039603960396039,0.5742574257425742,0.5841584158415841,0.55,0.62,0.62,0.5968217821782178,0.057965446948143595,7,0.5553530473820328,0.4188268097496465,0.6510218573248591,0.5249013835970359,0.5229646291737795,0.5102675102675103,0.5451635201336821,0.4519984610586369,0.5516620657925007,0.5429466588295521,0.5275105943309236,0.059162885966411394,3,0.6619046687277422,0.49271241999403753,0.7319371832958538,0.6122889609760037,0.6297708902542917,0.6084144678204083,0.6100189959975734,0.5752023070461205,0.6384052795031055,0.6586281405397431,0.621928331415488,0.05888749776802676,7,,,,,,,,,,,,,1
0.117553448677063,0.008368248509701566,0.016440629959106445,0.0022487277264813953,lsqr,0.30000000000000004,"{'clf__solver': 'lsqr', 'clf__shrinkage': 0.30000000000000004}",0.6330246913580246,0.49166666666666664,0.6361952861952863,0.6028036778036778,0.5955710955710956,0.5732042648709316,0.6527777777777778,0.5537598204264871,0.6230078563411897,0.6788720538720538,0.6040883190883191,0.05137021915256158,1,0.5522727272727272,0.4199599782933116,0.5812770562770563,0.5081277279553141,0.5232759010536788,0.5139031339031339,0.5262345679012346,0.44369606428429953,0.5745624745624746,0.5777777777777778,0.5221087409281008,0.05208194930781395,7,0.7625819724829626,0.6117693637495617,0.7455767005271955,0.6743697607729701,0.728049581514928,0.7080020309723281,0.7140539053905389,0.6863800611153552,0.7472197802197802,0.7776071428571428,0.7155610299602764,0.04636835072956057,3,0.6330246913580246,0.49166666666666664,0.6361952861952863,0.6028036778036778,0.5955710955710956,0.5732042648709316,0.6527777777777778,0.5537598204264871,0.6230078563411897,0.6788720538720538,0.6040883190883191,0.05137021915256158,1,0.6534653465346535,0.48514851485148514,0.693069306930693,0.5841584158415841,0.6138613861386139,0.5544554455445545,0.5742574257425742,0.55,0.64,0.65,0.5998415841584158,0.05872915140025187,1,0.5698894739269649,0.4202731424953647,0.6009419592752925,0.5206173873039072,0.5315608313809227,0.49387623648493206,0.5334923899629782,0.45752892787863125,0.5694194694194695,0.5821664355978081,0.5279766253726271,0.05436713629157495,1,0.6793174090300161,0.5057604661565058,0.7096681096681096,0.6017506203820547,0.6395245906702609,0.5872843681883717,0.5999980450533741,0.5738698729465314,0.6561808191808193,0.679382650029709,0.6232736951305753,0.05800896903678161,5,,,,,,,,,,,,,1
0.11105527877807617,0.005303295414653986,0.014722323417663575,0.0015522938437962722,eigen,0.30000000000000004,"{'clf__solver': 'eigen', 'clf__shrinkage': 0.30000000000000004}",0.6330246913580246,0.49166666666666664,0.6361952861952863,0.6028036778036778,0.5955710955710956,0.5732042648709316,0.6527777777777778,0.5537598204264871,0.6230078563411897,0.6788720538720538,0.6040883190883191,0.05137021915256158,1,0.5522727272727272,0.4199599782933116,0.5812770562770563,0.5081277279553141,0.5232759010536788,0.5139031339031339,0.5262345679012346,0.44369606428429953,0.5745624745624746,0.5777777777777778,0.5221087409281008,0.05208194930781395,7,0.7625819724829626,0.6117693637495617,0.7455767005271955,0.6743697607729701,0.728049581514928,0.7080020309723281,0.7140539053905389,0.6863800611153552,0.7472197802197802,0.7776071428571428,0.7155610299602764,0.04636835072956057,3,0.6330246913580246,0.49166666666666664,0.6361952861952863,0.6028036778036778,0.5955710955710956,0.5732042648709316,0.6527777777777778,0.5537598204264871,0.6230078563411897,0.6788720538720538,0.6040883190883191,0.05137021915256158,1,0.6534653465346535,0.48514851485148514,0.693069306930693,0.5841584158415841,0.6138613861386139,0.5544554455445545,0.5742574257425742,0.55,0.64,0.65,0.5998415841584158,0.05872915140025187,1,0.5698894739269649,0.4202731424953647,0.6009419592752925,0.5206173873039072,0.5315608313809227,0.49387623648493206,0.5334923899629782,0.45752892787863125,0.5694194694194695,0.5821664355978081,0.5279766253726271,0.05436713629157495,1,0.6793174090300161,0.5057604661565058,0.7096681096681096,0.6017506203820547,0.6395245906702609,0.5872843681883717,0.5999980450533741,0.5738698729465314,0.6561808191808193,0.679382650029709,0.6232736951305753,0.05800896903678161,5,,,,,,,,,,,,,1
